,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,year,month
18598,3,2.0,1750,9000,1.5,0,0,4,5,1750,0,1936,0,98133,47.7489,-122.35,2015,3
18601,2,1.0,1010,9219,1.0,0,0,4,7,1010,0,1960,0,98033,47.6886,-122.202,2014,7
18608,3,2.5,2270,4488,2.0,0,0,3,7,2270,0,1999,0,98065,47.5329,-121.879,2014,9
18609,4,2.5,2560,5593,2.0,0,0,3,7,2560,0,2001,0,98053,47.6886,-122.037,2014,6
18620,4,1.0,1430,5909,1.0,0,0,3,6,1070,360,1947,0,98155,47.7623,-122.313,2015,1
18621,5,3.5,2450,8193,2.0,0,0,3,9,2450,0,2005,0,98028,47.7721,-122.241,2015,1
18626,4,3.25,3680,8580,1.0,0,3,5,10,1840,1840,1959,0,98136,47.5266,-122.387,2015,1
18638,2,1.5,1920,3408,1.0,0,0,4,7,960,960,1912,0,98122,47.6118,-122.299,2014,7
18649,3,1.75,1520,5618,1.0,0,0,3,7,1170,350,1953,0,98115,47.68,-122.284,2014,12
18652,2,1.0,1070,4700,1.0,0,0,5,7,1070,0,1910,0,98117,47.6887,-122.368,2015,3
18656,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2015,1
18660,3,2.25,1860,4000,1.5,0,0,5,7,1020,840,1920,0,98118,47.5539,-122.267,2014,11
18663,4,1.0,1660,10656,1.5,0,0,4,7,1180,480,1920,0,98136,47.5391,-122.385,2015,1
18665,4,2.75,1970,37026,1.0,0,0,4,8,1970,0,1961,0,98070,47.4375,-122.446,2014,7
18667,3,1.5,1310,7236,1.0,0,0,4,7,1170,140,1928,0,98103,47.6944,-122.333,2014,10
18671,3,1.5,1400,14850,1.5,0,0,4,7,1400,0,1910,0,98070,47.4471,-122.464,2014,12
18676,3,1.75,1760,11371,1.0,0,0,5,8,1760,0,1959,0,98155,47.7616,-122.273,2014,11
18677,5,1.0,1870,7800,1.0,0,0,3,7,1580,290,1962,0,98168,47.5127,-122.321,2014,7
18680,3,1.75,2060,5721,1.0,0,2,3,9,1140,920,1964,0,98136,47.5268,-122.388,2014,8
18690,5,2.5,2210,9655,1.0,0,0,3,8,1460,750,1976,0,98011,47.7698,-122.222,2014,5
18691,4,2.0,1590,9100,1.0,0,0,3,7,1040,550,1967,2014,98058,47.4465,-122.156,2014,9
18694,4,2.5,2950,48351,2.0,0,0,3,10,2950,0,1986,0,98075,47.5938,-122.048,2015,1
18697,3,1.75,2390,30409,1.0,0,0,3,7,1560,830,1953,0,98168,47.4789,-122.296,2014,11
18699,5,2.75,2060,8906,1.0,0,0,4,7,1220,840,1978,0,98118,47.5358,-122.289,2014,7
18702,4,2.5,2440,7155,2.0,0,0,3,8,2440,0,1993,0,98058,47.4501,-122.126,2014,5
18704,6,1.75,2230,10080,1.0,0,0,3,7,1390,840,1969,0,98034,47.7089,-122.201,2015,3
18706,4,1.5,1600,6180,1.5,0,0,3,6,1600,0,1946,0,98118,47.5681,-122.285,2015,3
18715,3,2.75,2380,5572,2.0,0,4,3,9,1930,450,1939,0,98105,47.6626,-122.271,2014,7
18717,2,1.0,890,6430,1.0,0,0,3,6,890,0,1935,1997,98022,47.2003,-121.996,2014,7
18722,4,2.5,3120,49456,2.0,1,4,4,9,2590,530,1974,1989,98198,47.3535,-122.323,2014,10
18723,3,1.0,1010,7520,1.0,0,0,4,6,1010,0,1975,0,98001,47.2699,-122.255,2015,3
18724,2,1.0,1010,3627,1.0,0,2,4,6,1010,0,1924,0,98144,47.5873,-122.294,2015,3
18730,3,1.5,1980,5800,1.0,0,0,4,8,1520,460,1949,0,98199,47.6499,-122.413,2014,10
18736,2,2.25,1170,1313,3.0,0,0,3,8,1170,0,2007,0,98107,47.6712,-122.378,2014,7
18742,3,2.25,1620,6000,1.0,0,0,3,7,1280,340,1998,0,98002,47.2835,-122.2,2015,3
18747,3,2.0,1540,10410,1.0,0,0,4,7,1540,0,1967,0,98198,47.3662,-122.315,2014,12
18752,3,3.5,2630,4713,2.0,0,2,3,9,2030,600,2008,0,98027,47.5473,-122.016,2014,11
18756,4,2.75,2800,19168,2.0,0,0,3,10,2800,0,1992,0,98075,47.5911,-122.037,2014,6
18759,2,2.0,1870,5580,1.0,0,0,3,8,1870,0,2004,0,98053,47.7101,-122.031,2014,8
18764,3,3.0,2630,4972,2.0,0,0,3,9,2630,0,2006,0,98052,47.693,-122.133,2014,9
18774,3,2.75,2180,7519,1.0,0,0,4,7,1310,870,1981,0,98052,47.6959,-122.125,2014,6
18775,4,2.75,3370,6675,1.0,0,3,4,8,1920,1450,1948,0,98144,47.5887,-122.291,2014,6
18777,4,2.0,2100,4857,2.0,0,0,3,8,2100,0,1965,1984,98155,47.7521,-122.279,2014,6
18782,5,3.25,4410,35192,2.0,0,2,3,12,3880,530,1990,0,98072,47.7522,-122.13,2015,5
18785,3,2.5,2180,37042,2.0,0,0,3,9,2180,0,1998,0,98077,47.722,-122.026,2015,3
18790,4,2.5,3060,6000,2.0,0,0,3,9,3060,0,2012,0,98038,47.3689,-122.058,2014,6
18794,3,2.25,3040,52302,1.0,0,0,3,9,3040,0,2005,0,98072,47.7635,-122.112,2014,11
18798,3,1.0,1530,2400,1.0,0,0,4,7,890,640,1928,0,98103,47.6543,-122.354,2015,4
18799,5,2.75,2380,7500,1.0,0,0,3,7,1300,1080,1984,0,98178,47.5009,-122.235,2015,3
18801,2,1.0,1030,6000,1.0,0,0,2,7,830,200,1951,0,98118,47.5291,-122.268,2015,3
18805,3,2.25,1850,10855,1.0,0,0,3,8,1370,480,1985,0,98029,47.5696,-122.02,2014,7
18807,3,1.75,3160,76230,1.0,0,0,4,8,2160,1000,1978,0,98001,47.274,-122.287,2014,7
18821,3,2.25,1760,16418,1.0,0,0,3,7,1190,570,1990,0,98053,47.6525,-121.985,2015,1
18822,2,1.0,860,1800,1.0,0,0,3,7,860,0,1909,0,98119,47.6334,-122.371,2014,9
18827,3,2.0,1940,55756,1.0,0,0,5,9,1940,0,1954,0,98007,47.5913,-122.149,2014,5
18828,3,2.5,3490,8343,2.0,1,4,4,9,2150,1340,1939,1991,98125,47.7265,-122.281,2014,7
18832,3,2.25,2120,54014,2.0,0,0,4,9,2120,0,1964,0,98005,47.6482,-122.159,2014,6
18837,3,1.0,1120,8576,1.0,0,0,3,6,1120,0,1943,0,98178,47.4896,-122.248,2014,10
18854,3,2.25,1760,10835,1.0,0,0,4,8,1290,470,1976,0,98027,47.522,-122.048,2014,10
18855,2,1.0,800,6016,1.0,0,0,3,6,800,0,1942,0,98117,47.6913,-122.369,2014,12
18856,2,1.0,930,4000,1.0,0,0,3,6,730,200,1943,0,98108,47.5321,-122.323,2015,5
18862,4,2.5,2300,9900,1.0,0,2,3,8,1600,700,1961,0,98136,47.5256,-122.385,2014,12
18864,4,2.0,2210,5572,1.5,0,3,3,7,1760,450,1911,0,98126,47.5727,-122.376,2015,5
18865,2,1.0,970,13700,1.0,0,0,3,6,970,0,1949,0,98106,47.515,-122.362,2014,5
18869,2,1.0,1440,43560,1.0,0,0,4,7,1150,290,1965,0,98027,47.4916,-122.082,2014,7
18870,3,2.5,2910,17172,2.0,0,0,3,10,2910,0,1989,0,98003,47.2789,-122.331,2014,5
18871,3,1.0,1310,22652,1.0,0,0,3,7,1310,0,1968,0,98092,47.2574,-122.072,2014,11
18875,4,4.0,4690,6900,2.0,0,0,3,11,3480,1210,2001,0,98004,47.6165,-122.216,2014,12
18880,3,2.5,1360,5754,2.0,0,0,3,7,1360,0,1994,0,98030,47.3645,-122.183,2014,11
18882,6,2.75,4710,11000,2.0,0,3,3,10,3690,1020,1931,0,98105,47.6622,-122.272,2014,7
18885,3,1.5,1540,8400,1.0,0,0,5,7,1540,0,1968,0,98056,47.5237,-122.199,2014,9
18886,4,1.75,1480,7875,1.0,0,0,3,7,740,740,1927,0,98199,47.643,-122.397,2014,10
18889,5,2.5,2670,184140,1.0,0,0,3,8,1410,1260,1980,0,98042,47.3429,-122.097,2015,2
18892,4,2.25,3250,16684,2.0,0,0,3,9,3250,0,1979,0,98039,47.6334,-122.229,2014,6
18894,4,1.5,2120,46173,2.0,0,0,3,7,2120,0,1974,0,98053,47.6503,-121.968,2015,5
18900,3,2.5,1400,7508,2.0,0,0,4,7,1400,0,1987,0,98034,47.7233,-122.167,2014,7
18924,3,2.25,2110,7279,1.0,0,0,4,9,2110,0,1984,0,98033,47.6669,-122.17,2014,8
18928,4,2.0,1780,12161,1.0,0,0,5,7,1160,620,1950,0,98155,47.7746,-122.323,2015,4
18933,3,1.0,1580,7560,1.0,0,0,4,7,1000,580,1976,0,98001,47.3318,-122.277,2015,4
18934,4,2.5,2040,8076,2.0,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,2014,9
18937,3,1.75,1560,9788,1.0,0,0,3,7,1560,0,1964,0,98178,47.4876,-122.226,2014,5
18939,3,1.0,980,2490,2.0,0,0,4,6,980,0,1969,0,98092,47.317,-122.182,2014,11
18941,4,2.5,3680,11648,2.0,0,0,3,10,3680,0,1986,0,98006,47.5604,-122.107,2014,8
18942,2,1.0,860,5400,1.0,0,0,4,5,860,0,1953,0,98056,47.492,-122.171,2014,10
18946,3,1.0,1010,3060,1.5,0,0,3,6,1010,0,1904,0,98118,47.5657,-122.285,2014,8
18947,3,1.75,1610,7350,1.0,0,0,3,8,1610,0,1974,0,98058,47.4503,-122.131,2014,11
18950,4,2.0,1930,6600,1.0,0,0,4,7,1030,900,1967,0,98168,47.482,-122.332,2014,5
18960,2,2.0,1140,12000,1.0,0,0,3,6,1140,0,1943,0,98027,47.5277,-122.031,2014,12
18966,4,2.25,2150,27345,2.0,0,0,5,8,2150,0,1976,0,98059,47.469,-122.121,2014,9
18967,3,2.5,2250,7294,2.0,0,0,3,8,2250,0,1994,0,98092,47.2636,-122.212,2014,6
18968,4,2.5,2960,26742,1.0,0,3,3,8,1480,1480,1949,1996,98115,47.6846,-122.268,2014,10
18976,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2014,12
18977,4,2.25,3220,7889,2.0,0,0,3,8,3220,0,1978,0,98023,47.3112,-122.339,2015,4
18979,3,2.5,1840,9900,1.0,0,0,3,9,1840,0,1978,0,98007,47.6131,-122.151,2014,7
18982,4,3.5,3360,9767,2.0,0,0,3,9,2450,910,1990,0,98023,47.3047,-122.347,2014,7
18986,3,2.0,1190,6833,1.0,0,0,3,7,1190,0,1995,0,98092,47.3191,-122.18,2014,6
18992,2,2.5,3180,9400,2.0,0,4,5,10,2610,570,1985,0,98006,47.5617,-122.158,2015,3
18994,3,1.0,1160,10518,1.0,0,0,3,7,1160,0,1960,0,98028,47.7343,-122.22,2014,7
19003,3,3.0,2090,7634,1.0,0,0,3,8,1450,640,2001,0,98019,47.7408,-121.974,2014,8
19005,2,1.0,1060,1600,2.0,0,0,3,7,1060,0,1979,0,98144,47.5888,-122.294,2014,5
19013,3,1.75,2190,17550,1.0,0,0,3,7,2190,0,1989,0,98014,47.6984,-121.912,2015,2
19018,3,2.0,1100,5200,1.0,0,0,3,6,1100,0,1969,2014,98042,47.3606,-122.083,2014,12
19024,4,2.0,3100,8000,1.5,0,0,5,7,2040,1060,1939,0,98103,47.6852,-122.329,2014,12
19030,2,1.5,1300,1229,2.0,0,0,3,8,1160,140,2000,0,98107,47.6727,-122.375,2015,4
19032,4,2.5,3140,22100,1.0,0,0,4,8,1820,1320,1960,0,98023,47.319,-122.362,2014,10
19035,4,2.5,2600,4506,2.0,0,0,3,9,2600,0,2005,0,98056,47.5146,-122.188,2014,7
19041,4,2.25,2920,17023,1.0,0,0,4,9,1690,1230,1977,0,98006,47.5585,-122.134,2014,11
19042,3,2.0,1760,6428,1.0,0,0,4,7,980,780,1942,0,98199,47.6388,-122.397,2014,5
19047,3,1.0,1770,12458,1.0,0,0,3,7,1770,0,1957,0,98155,47.7715,-122.27,2014,12
19049,3,1.75,1690,8489,1.0,0,0,4,7,1690,0,1959,0,98004,47.6079,-122.192,2014,7
19051,3,1.0,1040,9514,1.0,0,0,4,7,1040,0,1969,0,98059,47.4936,-122.102,2014,12
19057,4,1.5,1660,6617,1.0,0,0,5,7,1660,0,1947,0,98155,47.739,-122.323,2015,3
19066,4,1.5,1920,10000,1.0,0,0,4,7,1070,850,1954,0,98006,47.5725,-122.133,2014,5
19069,3,2.25,1820,9766,1.0,0,0,4,7,1450,370,1987,0,98031,47.397,-122.203,2014,10
19079,2,1.0,1220,10170,1.0,0,0,3,7,980,240,1948,0,98125,47.7297,-122.327,2015,3
19087,3,1.0,1010,8711,1.0,0,0,5,6,1010,0,1944,0,98056,47.4914,-122.186,2014,7
19091,5,4.0,4720,493534,2.0,0,0,5,9,3960,760,1975,0,98027,47.4536,-122.009,2015,1
19094,5,2.25,1980,13132,1.0,0,0,4,7,1260,720,1962,0,98198,47.3984,-122.301,2014,8
19096,3,2.75,1890,3930,2.0,0,0,3,8,1890,0,1999,0,98065,47.5337,-121.867,2014,7
19109,6,3.75,3190,4700,2.0,0,0,3,8,3190,0,2003,0,98042,47.3724,-122.105,2015,4
19112,4,2.0,2120,9442,1.0,0,0,5,7,1060,1060,1968,0,98011,47.7675,-122.226,2014,12
19128,3,1.75,1460,7700,1.0,0,0,3,7,1460,0,1979,0,98052,47.6981,-122.127,2014,5
19132,4,2.75,3140,9085,1.0,0,2,5,8,1570,1570,1961,0,98006,47.5675,-122.16,2014,9
19135,5,2.5,2090,4698,2.0,0,0,3,7,2090,0,1998,0,98038,47.3538,-122.025,2014,6
19136,4,1.0,1120,8763,1.0,0,0,3,6,1120,0,1971,0,98146,47.508,-122.358,2014,9
19138,2,1.0,870,2676,1.0,0,0,3,7,820,50,2004,0,98144,47.5702,-122.287,2014,10
19149,3,2.25,2480,15022,1.0,0,4,3,9,1330,1150,1967,2003,98136,47.5497,-122.396,2014,9
19154,4,1.75,2390,12000,1.0,0,0,3,8,1470,920,1979,0,98052,47.7061,-122.163,2014,7
19159,3,2.0,1540,7210,2.0,0,0,4,7,1540,0,1984,0,98023,47.3128,-122.351,2014,11
19165,3,1.0,1400,8451,1.5,0,0,3,7,1400,0,1953,0,98133,47.7719,-122.337,2015,2
19168,3,2.0,1680,11250,1.0,0,0,4,8,1680,0,1967,0,98045,47.4861,-121.786,2014,8
19171,3,1.0,1060,12690,1.0,0,0,3,7,1060,0,1969,0,98033,47.6736,-122.167,2014,9
19176,4,1.75,2040,2750,1.5,0,0,4,6,1260,780,1926,0,98105,47.6698,-122.3,2015,3
19183,3,2.0,1440,5469,1.0,0,0,3,8,1440,0,1988,0,98029,47.5753,-122.017,2015,4
19186,4,2.0,1530,7816,1.0,0,0,3,7,1530,0,1955,0,98133,47.7309,-122.332,2015,1
19190,5,3.0,2700,5001,2.0,0,0,3,10,2700,0,2009,0,98115,47.6811,-122.288,2015,1
19191,4,1.75,2220,15600,1.0,0,0,5,7,1140,1080,1963,0,98056,47.492,-122.166,2014,7
19200,3,2.0,2190,19800,1.0,0,0,3,7,2190,0,1994,0,98146,47.5106,-122.365,2015,3
19203,3,2.0,2660,5000,1.5,0,3,3,8,1940,720,1910,0,98116,47.5829,-122.382,2014,9
19204,4,1.75,1670,9500,1.0,0,0,3,7,1670,0,1976,0,98125,47.7254,-122.31,2015,3
19215,5,4.25,6490,10862,2.0,0,3,4,11,3940,2550,1991,0,98040,47.5728,-122.205,2014,5
19216,4,1.75,1620,4240,1.5,0,0,5,7,1620,0,1916,0,98144,47.5746,-122.311,2015,5
19218,3,2.5,2320,5663,2.0,0,0,3,8,2320,0,2003,0,98027,47.539,-122.07,2014,7
19219,3,2.5,1330,2183,3.0,0,0,3,8,1330,0,2014,0,98117,47.6987,-122.365,2015,3
19220,4,2.5,3420,21344,2.0,0,0,3,9,3420,0,2002,0,98166,47.45,-122.334,2014,10
19221,3,1.0,1270,7344,1.0,0,0,3,7,970,300,1967,0,98023,47.305,-122.371,2015,1
19234,3,1.0,960,213008,1.0,0,0,2,6,960,0,1933,0,98024,47.5621,-121.862,2015,3
19237,2,1.75,1200,2622,1.0,0,0,5,7,800,400,1956,0,98125,47.7175,-122.292,2014,12
19244,4,2.5,2650,11520,2.0,0,0,3,8,2110,540,1988,0,98033,47.683,-122.187,2014,6
19245,3,2.25,1840,13020,1.0,0,0,3,8,1390,450,1980,0,98052,47.6923,-122.095,2015,2
19254,10,3.0,2920,3745,2.0,0,0,4,7,1860,1060,1913,0,98105,47.6635,-122.32,2014,12
19257,5,2.75,2570,12906,2.0,0,0,3,8,2570,0,1987,0,98075,47.5814,-122.05,2015,1
19259,3,1.0,1150,8000,1.5,0,0,4,6,1150,0,1913,1957,98001,47.2749,-122.252,2015,3
19260,4,3.0,4260,18687,2.0,0,0,3,11,4260,0,1996,0,98075,47.5874,-121.982,2014,5
19261,3,1.0,1260,9600,1.0,0,0,3,7,1260,0,1970,1995,98045,47.4444,-121.762,2015,4
19262,6,3.25,4440,17424,1.0,0,1,4,9,2220,2220,1959,0,98040,47.5791,-122.23,2015,2
19263,4,1.0,2300,7680,1.0,0,0,3,7,1270,1030,1959,0,98106,47.524,-122.359,2015,4
19264,3,2.5,1920,9625,2.0,0,0,3,8,1920,0,1993,0,98045,47.4876,-121.8,2014,7
19268,3,2.5,1820,1545,3.0,0,2,3,8,1640,180,1998,0,98103,47.6523,-122.346,2014,9
19272,4,2.5,3320,8325,2.5,0,0,5,10,3320,0,1905,0,98112,47.6263,-122.314,2014,7
19274,3,2.5,3290,90796,2.0,0,0,4,10,3290,0,1992,0,98042,47.3154,-122.079,2015,2
19278,3,2.0,2020,8555,1.0,0,0,4,7,1220,800,1957,0,98125,47.7278,-122.287,2014,6
19283,2,1.0,750,2786,1.0,0,0,5,7,750,0,1947,0,98117,47.6892,-122.393,2015,4
19293,3,2.0,1310,1361,3.0,0,0,3,7,1310,0,2003,0,98133,47.7337,-122.343,2014,12
19296,3,2.5,1740,2350,2.0,0,0,3,8,1130,610,1995,0,98112,47.6207,-122.297,2014,10
19300,3,2.25,1381,1180,3.0,0,0,3,8,1381,0,2007,0,98125,47.711,-122.32,2014,9
19302,8,3.0,3840,15990,1.0,0,0,3,7,2530,1310,1961,0,98034,47.7111,-122.211,2014,11
19310,4,1.75,2710,9216,1.0,0,0,3,8,1440,1270,1961,0,98126,47.5523,-122.379,2014,8
19329,4,2.5,1750,11400,2.0,0,0,4,7,1750,0,1975,0,98023,47.3149,-122.386,2014,12
19333,3,2.0,1860,12944,1.0,0,0,3,9,1860,0,2002,0,98058,47.4298,-122.102,2014,8
19339,2,3.5,2560,5000,1.0,0,0,4,6,1280,1280,1944,0,98107,47.6681,-122.368,2014,7
19344,2,0.75,720,5040,1.0,0,0,3,4,720,0,1949,0,98106,47.5323,-122.347,2015,3
19345,3,2.5,2970,9600,2.0,0,0,3,9,2970,0,1994,0,98006,47.5422,-122.132,2014,8
19346,3,1.5,960,6497,1.0,0,0,4,7,960,0,1970,0,98023,47.3018,-122.378,2015,3
19348,3,2.25,1800,9010,1.0,0,0,3,7,1300,500,1975,0,98155,47.7722,-122.312,2015,4
19349,4,2.5,3090,5600,2.0,0,0,3,9,3090,0,2005,0,98075,47.597,-121.979,2015,2
19361,3,1.75,1350,7200,1.0,0,0,5,7,1350,0,1954,0,98125,47.713,-122.284,2014,11
19365,4,2.5,3320,38032,2.0,0,0,4,10,3320,0,1991,0,98077,47.7478,-122.036,2014,9
19376,4,2.5,2350,7203,2.0,0,0,3,8,2350,0,1989,0,98059,47.5123,-122.151,2014,11
19377,3,2.0,1350,8587,1.0,0,0,3,7,1350,0,1998,0,98022,47.2073,-122.012,2014,12
19380,4,1.0,2100,9200,1.0,0,0,3,7,1050,1050,1959,0,98168,47.476,-122.292,2014,5
19386,3,2.5,1710,2300,2.0,0,0,3,8,1570,140,2005,0,98052,47.6743,-122.142,2014,6
19388,3,1.5,1270,5112,1.0,0,0,3,7,1270,0,1950,0,98115,47.676,-122.288,2014,5
19389,3,1.75,2960,12420,1.0,0,2,4,8,1480,1480,1952,0,98116,47.5739,-122.406,2014,6
19391,3,1.75,1430,9750,1.0,0,0,5,7,1430,0,1962,0,98133,47.7441,-122.357,2014,10
19394,3,2.25,1800,11200,1.0,0,0,3,8,1270,530,1979,0,98052,47.7072,-122.164,2014,7
19397,4,2.5,2550,7349,2.0,0,0,3,9,2550,0,1989,0,98023,47.3059,-122.349,2015,5
19403,4,4.5,3870,35889,2.0,0,0,3,10,2530,1340,2001,0,98027,47.4677,-122.01,2014,6
19405,3,1.0,1120,8321,1.0,0,0,4,6,1120,0,1941,1987,98027,47.5631,-122.091,2014,9
19408,3,3.5,2070,11658,1.0,0,0,4,8,1370,700,1977,0,98056,47.537,-122.178,2015,3
19409,4,1.5,1420,8063,1.0,0,0,3,7,940,480,1962,0,98198,47.4174,-122.316,2015,1
19410,3,2.25,2010,7495,1.0,0,0,4,8,1570,440,1979,0,98027,47.5613,-122.083,2015,2
19411,3,1.5,1200,5000,1.0,0,0,3,6,1200,0,1979,0,98146,47.5122,-122.357,2014,8
19415,4,2.25,2350,10072,2.0,0,0,3,8,2350,0,1980,0,98011,47.7628,-122.168,2014,8
19418,4,2.25,1930,8338,1.0,0,0,3,8,1930,0,1968,0,98125,47.7026,-122.285,2015,3
19420,4,1.75,2660,11315,2.0,0,0,4,8,2660,0,1983,0,98074,47.6204,-122.044,2014,12
19428,3,1.0,960,10761,1.0,0,0,4,6,960,0,1962,0,98002,47.2819,-122.224,2014,7
19430,3,2.5,2400,6182,2.0,0,0,3,8,2400,0,1998,0,98065,47.5363,-121.87,2015,3
19433,4,3.25,3770,4103,2.0,0,0,5,9,2710,1060,1925,0,98109,47.641,-122.349,2014,7
19435,4,2.0,2750,9001,1.0,0,0,3,8,2750,0,2008,0,98055,47.457,-122.189,2014,10
19437,4,1.75,1500,8400,1.0,0,0,3,7,1200,300,1956,0,98188,47.4531,-122.273,2014,8
19441,4,2.25,1960,10275,2.0,0,0,3,7,1960,0,1965,0,98052,47.6887,-122.124,2014,7
19443,3,2.75,3290,22649,2.0,0,0,4,8,3290,0,1993,0,98056,47.5241,-122.193,2014,6
19446,4,3.25,5080,27755,2.0,0,0,3,11,5080,0,2001,0,98006,47.5423,-122.111,2014,12
19450,3,2.5,3540,38322,2.0,0,0,3,10,3540,0,1989,0,98053,47.6892,-122.048,2014,7
19452,0,0.0,290,20875,1.0,0,0,1,1,290,0,1963,0,98024,47.5308,-121.888,2014,9
19453,3,1.75,1310,9761,1.0,0,0,3,7,1310,0,1967,0,98034,47.721,-122.228,2014,8
19457,3,2.25,1200,2845,2.0,0,0,3,7,1200,0,1986,0,98034,47.7151,-122.203,2014,12
19459,2,1.5,1010,948,3.0,0,0,3,8,1010,0,1999,0,98103,47.6529,-122.355,2014,11
19464,5,2.5,2732,9500,1.0,0,2,4,8,1870,862,1975,0,98003,47.3436,-122.323,2014,6
19465,4,2.0,1910,6960,1.5,0,0,5,8,1910,0,1941,0,98103,47.6893,-122.348,2014,5
19467,4,2.0,2220,3760,1.5,0,0,4,7,1370,850,1929,0,98117,47.6876,-122.368,2015,3
19472,3,1.0,1020,11652,1.0,0,0,4,6,1020,0,1971,0,98188,47.4459,-122.278,2014,9
19473,3,2.5,1070,1219,2.0,0,0,3,7,720,350,2004,0,98116,47.5618,-122.384,2015,1
19479,4,3.5,4140,7089,2.0,0,0,3,10,3160,980,2003,0,98034,47.7059,-122.2,2014,6
19484,4,3.25,3800,19798,2.0,0,0,3,10,3800,0,1969,2009,98006,47.5684,-122.19,2014,8
19485,3,2.25,2540,9961,1.0,0,0,4,8,1320,1220,1969,0,98031,47.41,-122.208,2014,8
19492,4,3.25,3500,5960,2.0,0,0,3,9,3500,0,2010,0,98053,47.6944,-122.022,2015,4
19493,3,2.5,1980,6922,2.0,0,0,5,8,1980,0,1991,0,98031,47.396,-122.184,2014,11
19496,3,1.0,1920,6710,1.0,0,0,3,7,1320,600,1959,0,98118,47.5346,-122.286,2014,12
19497,2,1.0,1120,7560,1.0,0,1,3,6,1120,0,1947,0,98177,47.77,-122.39,2014,8
19503,4,1.5,2120,7110,1.5,0,0,3,6,2120,0,1919,0,98030,47.3846,-122.227,2015,3
19508,5,2.5,2900,9799,1.0,0,0,3,8,1450,1450,1959,0,98004,47.6255,-122.208,2014,7
19510,3,1.75,1870,8400,1.0,0,0,3,7,990,880,1977,0,98058,47.454,-122.164,2014,8
19515,3,1.0,940,4700,1.0,0,0,4,6,940,0,1942,0,98146,47.5117,-122.378,2014,8
19526,4,2.75,2940,5400,1.5,0,2,5,8,1940,1000,1910,0,98119,47.6366,-122.369,2014,10
19527,4,3.0,3820,26895,2.0,0,2,3,11,3820,0,1995,0,98072,47.7253,-122.092,2015,3
19529,4,4.0,4360,12081,2.0,0,0,3,10,4360,0,2007,0,98004,47.6377,-122.219,2014,8
19539,1,1.0,660,3570,1.0,0,0,3,6,660,0,1906,0,98118,47.5659,-122.284,2015,4
19541,2,1.0,770,2191,1.0,0,0,3,6,770,0,1937,0,98108,47.5512,-122.323,2014,8
19542,3,3.5,2320,3174,2.0,0,0,3,9,2060,260,1997,0,98033,47.6897,-122.175,2014,5
19543,2,1.5,1370,159865,1.0,0,0,3,7,1370,0,1960,0,98072,47.7592,-122.092,2015,1
19546,2,1.0,1150,5664,1.0,0,0,3,7,870,280,1948,0,98115,47.6894,-122.284,2015,3
19547,4,2.5,2910,4680,1.5,0,0,5,9,1850,1060,1937,0,98115,47.6745,-122.31,2015,2
19549,4,2.5,2260,5164,2.0,0,0,3,8,2260,0,1996,0,98056,47.509,-122.166,2014,8
19553,4,1.75,1920,9500,1.0,0,0,4,7,1470,450,1966,0,98006,47.5683,-122.177,2015,3
19555,4,2.5,2210,6080,1.0,0,2,4,8,1410,800,1965,0,98178,47.4915,-122.228,2014,5
19562,4,3.5,4270,5800,2.0,0,3,5,10,3170,1100,1937,0,98199,47.6474,-122.411,2014,7
19567,4,1.5,1200,10890,1.0,0,0,5,7,1200,0,1972,0,98042,47.3423,-122.088,2014,7
19571,4,2.5,2700,6998,2.0,0,0,3,8,2700,0,2001,0,98188,47.4694,-122.263,2014,6
19573,3,2.5,2060,8123,2.0,0,0,3,8,1010,1050,1977,0,98052,47.6642,-122.13,2014,12
19575,3,2.25,2400,5000,1.5,0,0,4,7,1440,960,1926,0,98117,47.6897,-122.393,2014,6
19577,3,1.5,1740,9547,1.0,0,0,4,7,1740,0,1962,0,98055,47.4475,-122.213,2014,8
19585,2,1.5,1070,1200,2.0,0,0,3,7,1070,0,1999,0,98103,47.697,-122.347,2014,6
19589,3,1.0,1590,13000,1.5,0,0,3,6,1590,0,1944,0,98166,47.4789,-122.346,2014,6
19592,4,1.75,1340,8700,1.5,0,0,3,6,1340,0,1958,0,98188,47.4514,-122.287,2015,5
19595,3,2.25,2000,7560,1.0,0,0,3,7,1400,600,1979,0,98055,47.4798,-122.228,2014,12
19597,3,1.0,840,8400,1.0,0,0,3,6,840,0,1959,0,98023,47.3281,-122.344,2014,7
19603,3,1.0,1250,13503,1.5,0,0,4,6,1250,0,1931,0,98065,47.526,-121.829,2015,4
19608,3,2.25,1790,231303,1.0,0,0,3,7,1250,540,1980,0,98077,47.7558,-122.027,2015,4
19610,3,2.5,1480,1171,3.0,0,0,3,8,1480,0,2006,0,98112,47.62,-122.3,2014,5
19617,3,1.0,1150,35415,1.0,0,0,4,7,1010,140,1950,0,98008,47.5974,-122.129,2014,12
19618,2,1.0,900,6000,1.0,0,0,3,7,900,0,1944,2004,98115,47.6855,-122.289,2014,7
